,Depth,Resistivity,Gamma Ray,Total Porosity,Effective Porosity,Bulk Density,Compression Wave Travel Time,Shear Wave Travel Time
0,6805.0,57.47087,110.47838,0.03449,0.00445,2.76576,67.67523,124.05187
1,6805.5,58.85637,112.94601,0.03716,0.00775,2.7656,67.74464,123.807
2,6806.0,65.01717,114.49005,0.03828,0.00976,2.7555,67.75224,123.40514
3,6806.5,63.35363,116.06593,0.03364,0.00568,2.74892,67.71935,123.23686
4,6807.0,62.28267,117.68179,0.03199,0.0034,2.75687,67.69218,123.43977
5,6807.5,62.49149,120.27631,0.03529,0.00378,2.76524,67.71938,123.8584
6,6808.0,62.61779,121.49425,0.03954,0.00441,2.76532,67.84577,124.41315
7,6808.5,61.65401,119.79631,0.04308,0.00495,2.76529,68.10544,125.1104
8,6809.0,62.96032,119.04149,0.04493,0.00523,2.7752,68.38178,125.8518
9,6809.5,60.61237,121.6228,0.04605,0.00548,2.77852,68.49569,126.61955
10,6810.0,57.17787,122.70256,0.04808,0.00627,2.77144,68.4844,127.35605
11,6810.5,56.2987,117.98614,0.0503,0.0074,2.76243,68.51511,127.86613
12,6811.0,56.99071,114.28367,0.0516,0.00793,2.75814,68.57561,127.9157
13,6811.5,57.82979,113.41987,0.04913,0.00705,2.76001,68.57359,127.47232
14,6812.0,57.16453,114.12598,0.04309,0.00595,2.75534,68.54439,126.88389
15,6812.5,58.18476,113.61245,0.0385,0.00663,2.74327,68.55209,126.38872
16,6813.0,59.84335,114.42982,0.03721,0.00744,2.73434,68.6294,126.15757
17,6813.5,61.29428,117.26464,0.037,0.00538,2.74665,68.79159,126.332
18,6814.0,58.41151,118.54252,0.03862,0.00399,2.76983,69.02072,126.80685
19,6814.5,52.96898,118.90248,0.03918,0.00375,2.79298,69.25391,127.31348
20,6815.0,54.02745,118.18453,0.03826,0.00537,2.79883,69.39252,127.68031
21,6815.5,57.92421,117.50429,0.04082,0.0114,2.78943,69.34181,127.91637
22,6816.0,58.01249,118.12202,0.04332,0.0161,2.77168,69.13528,128.10226
23,6816.5,55.82989,119.71447,0.03986,0.0124,2.75245,68.97717,128.21834
24,6817.0,52.77191,120.99271,0.03509,0.00642,2.74058,69.00458,128.17957
25,6817.5,49.53041,118.67245,0.03412,0.00358,2.74871,69.13174,127.83654
26,6818.0,51.88784,114.53365,0.03427,0.00302,2.76794,69.17446,127.27299
27,6818.5,52.90892,111.73012,0.034,0.00315,2.77982,69.07754,126.57399
28,6819.0,54.38394,112.1018,0.03559,0.00504,2.76894,68.92947,125.82464
29,6819.5,58.25061,114.2196,0.04004,0.00876,2.75228,68.83694,125.23755
30,6820.0,58.7448,113.21146,0.04294,0.01027,2.74613,68.83175,125.05608
31,6820.5,55.6095,111.462,0.04571,0.01177,2.73724,68.8781,125.17149
32,6821.0,57.6238,110.75844,0.04811,0.01346,2.72653,68.88064,125.28284
33,6821.5,58.17644,113.60526,0.05049,0.01563,2.71615,68.72473,125.18571
34,6822.0,59.61412,117.30978,0.05427,0.0203,2.70842,68.41841,124.84487
35,6822.5,62.707,117.90437,0.05464,0.02353,2.7039,68.07911,124.4212
36,6823.0,60.82509,117.59054,0.04799,0.02023,2.71101,67.91453,124.15688
37,6823.5,58.99029,116.08462,0.03947,0.01367,2.73542,68.05717,124.2373
38,6824.0,57.34662,115.91812,0.03268,0.00729,2.76493,68.42258,124.64492
39,6824.5,59.87707,114.60041,0.03098,0.00414,2.77942,68.82316,125.0808
40,6825.0,63.20235,112.65508,0.03458,0.00438,2.77061,69.04812,125.49068
41,6825.5,63.39713,112.64325,0.03792,0.00512,2.75583,69.04305,125.89107
42,6826.0,64.3645,112.88357,0.03765,0.00473,2.75349,68.92012,126.19071
43,6826.5,64.71599,114.344,0.0349,0.00379,2.76758,68.80244,126.36761
44,6827.0,63.75453,113.35756,0.03228,0.00315,2.78691,68.76163,126.73577
45,6827.5,62.50926,111.33546,0.03133,0.00341,2.79503,68.72437,127.20547
46,6828.0,62.01351,109.51667,0.03345,0.00587,2.78456,68.63022,127.60197
47,6828.5,64.38632,108.70687,0.0381,0.00983,2.75772,68.52092,127.97507
48,6829.0,64.99964,109.88088,0.0385,0.00953,2.73579,68.50159,128.36823
49,6829.5,63.88384,110.00595,0.0339,0.00532,2.73812,68.66942,128.47891
50,6830.0,61.62543,111.97276,0.02966,0.00332,2.7527,69.0052,127.96667
51,6830.5,57.10703,116.09525,0.02931,0.00527,2.7628,69.39632,127.1103
52,6831.0,53.60316,121.92125,0.03396,0.01082,2.76316,69.69858,126.54565
53,6831.5,55.35895,123.99902,0.04109,0.0167,2.75773,69.8321,126.42083
54,6832.0,54.56219,123.48859,0.05173,0.02547,2.74009,69.83214,126.59385
55,6832.5,53.01891,120.71334,0.06037,0.03179,2.72113,69.78299,126.92147
56,6833.0,50.82082,120.63501,0.05645,0.02574,2.71864,69.73642,126.98876
57,6833.5,51.7418,120.03588,0.04769,0.01561,2.74124,69.67067,126.74561
58,6834.0,55.21164,118.62118,0.04311,0.0107,2.75563,69.53719,126.50499
59,6834.5,57.15641,118.13824,0.04145,0.00935,2.75243,69.34211,126.73181
60,6835.0,56.52535,121.01806,0.03756,0.00583,2.74392,69.16302,127.39394
61,6835.5,57.57234,124.36417,0.03488,0.00376,2.75904,69.07055,128.17987
62,6836.0,57.63548,122.87247,0.03377,0.00332,2.77878,69.06637,128.74928
63,6836.5,56.32859,116.87502,0.03278,0.00318,2.78339,69.10986,128.84201
64,6837.0,57.60975,110.70737,0.03254,0.00324,2.7735,69.15767,128.481
65,6837.5,59.22044,108.56258,0.03297,0.0033,2.76817,69.18784,127.98976
66,6838.0,59.53637,109.81255,0.03451,0.00356,2.77634,69.18935,127.76847
67,6838.5,56.796,112.15569,0.03612,0.00411,2.77722,69.17455,128.01987
68,6839.0,58.55598,113.11829,0.03658,0.00462,2.77324,69.16965,128.41122
69,6839.5,63.27142,113.31197,0.03543,0.00442,2.76785,69.1787,128.86977
70,6840.0,62.40329,114.38136,0.03258,0.00354,2.77102,69.19212,129.29315
71,6840.5,58.61686,116.39712,0.03191,0.00584,2.77894,69.19576,129.77827
72,6841.0,60.95932,117.06496,0.03578,0.01312,2.77625,69.21694,130.1097
73,6841.5,57.47811,115.98218,0.03857,0.01743,2.76955,69.28758,130.103
74,6842.0,53.48666,116.88798,0.03942,0.01711,2.76978,69.41699,129.77686
75,6842.5,52.35888,119.92852,0.03674,0.0113,2.77466,69.57414,129.39909
76,6843.0,55.37443,123.6224,0.03433,0.00524,2.7813,69.67018,128.88156
77,6843.5,54.73884,125.14754,0.03524,0.00361,2.78064,69.64902,128.218
78,6844.0,53.72591,123.40557,0.03505,0.0037,2.77508,69.51992,127.4486
79,6844.5,53.46674,120.80461,0.0334,0.00523,2.7635,69.35577,126.67985
80,6845.0,53.67266,118.63953,0.03497,0.01036,2.75194,69.22055,126.19355
81,6845.5,54.9199,117.92043,0.03833,0.01543,2.74493,69.11448,126.1016
82,6846.0,54.69567,118.10765,0.03978,0.016,2.74628,69.05476,126.48563
83,6846.5,54.0832,117.82817,0.0378,0.01104,2.75229,69.11647,126.95082
84,6847.0,53.86025,118.26904,0.03445,0.00511,2.75877,69.35357,127.31448
85,6847.5,53.72923,116.98428,0.0334,0.00319,2.76423,69.71336,127.49795
86,6848.0,56.26993,115.95126,0.033,0.00311,2.77079,70.03149,127.52325
87,6848.5,58.0495,114.47526,0.03184,0.00303,2.77709,70.16126,127.56063
88,6849.0,56.3924,114.13418,0.02951,0.003,2.78986,70.10172,127.66669
89,6849.5,53.38233,115.13028,0.02906,0.00496,2.79396,69.9781,127.90863
90,6850.0,53.48508,117.71946,0.03526,0.01161,2.78474,69.92478,128.35744
91,6850.5,52.81327,121.28302,0.04476,0.0187,2.75752,70.01984,128.80811
92,6851.0,56.37573,124.94904,0.0519,0.02193,2.73144,70.40923,129.14836
93,6851.5,62.8876,131.44797,0.05482,0.02017,2.71858,71.27904,129.37297
94,6852.0,63.50118,140.05276,0.05409,0.01518,2.71514,72.57497,129.49417
95,6852.5,58.87788,147.34322,0.05242,0.01021,2.72086,73.82459,129.68034
96,6853.0,48.44826,147.74525,0.04938,0.00652,2.73694,74.32825,130.0249
97,6853.5,45.75355,141.66621,0.04401,0.00469,2.75555,73.75587,129.97826
98,6854.0,50.32812,133.53357,0.03767,0.00521,2.75799,72.39951,129.14014
99,6854.5,54.2056,126.41394,0.03761,0.01138,2.74282,70.90791,127.73821
100,6855.0,56.20516,121.39146,0.04332,0.02079,2.72423,69.74828,126.27589
101,6855.5,57.90384,116.86544,0.04377,0.0214,2.71214,69.05006,125.06904
102,6856.0,56.95443,113.34265,0.03628,0.01204,2.72536,68.73373,124.25666
103,6856.5,57.70373,112.6205,0.03072,0.00475,2.75185,68.67895,123.69129
104,6857.0,60.8332,115.54524,0.03007,0.00307,2.76637,68.72632,123.22742
105,6857.5,53.46136,120.38515,0.03299,0.00496,2.756,68.74753,122.77289
106,6858.0,53.16039,123.18752,0.04056,0.01159,2.73624,68.70024,122.57118
107,6858.5,51.84059,123.1729,0.05033,0.02084,2.71887,68.61073,122.86077
108,6859.0,52.12432,120.76912,0.05846,0.02931,2.70341,68.55275,123.58519
109,6859.5,55.44522,118.68655,0.05921,0.03005,2.69253,68.59832,124.44367
110,6860.0,56.74496,115.04808,0.05083,0.02234,2.70418,68.76581,125.11862
111,6860.5,58.71859,112.55312,0.03896,0.01218,2.75068,68.99991,125.49708
112,6861.0,60.45486,111.06625,0.03085,0.00493,2.78989,69.22669,125.58887
113,6861.5,64.59441,111.30798,0.02925,0.003,2.79779,69.39404,125.54305
114,6862.0,66.7853,113.24883,0.03083,0.00313,2.78946,69.44918,125.36225
115,6862.5,61.44404,114.87359,0.03416,0.00377,2.77824,69.3791,125.02897
116,6863.0,61.37379,114.89163,0.03828,0.00498,2.76105,69.25005,124.64599
117,6863.5,64.71135,114.35098,0.04014,0.00575,2.74676,69.16068,124.35426
118,6864.0,67.17317,115.76733,0.03861,0.0051,2.7468,69.13971,124.18157
119,6864.5,61.8889,120.0293,0.03535,0.00435,2.75795,69.12796,124.06702
120,6865.0,56.92612,123.18134,0.03554,0.00808,2.75694,69.09382,123.95654
121,6865.5,57.94915,121.66103,0.04115,0.01793,2.7501,69.08238,123.87188
122,6866.0,63.09753,118.98096,0.04502,0.02461,2.74672,69.13699,123.92209
123,6866.5,55.89667,120.30299,0.04899,0.03013,2.75484,69.24738,124.15291
124,6867.0,46.23986,127.85902,0.05317,0.03401,2.7497,69.41977,124.53947
125,6867.5,52.45416,134.60497,0.05283,0.03268,2.73234,69.70446,125.14524
126,6868.0,49.00392,136.29451,0.04321,0.02105,2.73275,70.14455,126.08337
127,6868.5,45.02384,133.76968,0.03445,0.00981,2.75261,70.66924,127.09206
128,6869.0,45.62007,130.89012,0.03209,0.00436,2.77102,71.1124,127.89077
129,6869.5,51.09023,124.62583,0.0334,0.00333,2.77262,71.35459,128.25035
130,6870.0,56.23602,118.89996,0.03504,0.00351,2.76297,71.35429,128.38258
131,6870.5,56.27835,115.60085,0.03574,0.00354,2.77109,71.1312,128.41333
132,6871.0,54.02284,117.06446,0.037,0.00362,2.77569,70.75317,128.19832
133,6871.5,51.01089,118.99261,0.03979,0.00404,2.77849,70.35,127.64876
134,6872.0,50.48468,119.61215,0.0445,0.00496,2.77355,70.10365,127.09189
135,6872.5,51.87643,122.4343,0.04864,0.00597,2.77462,70.07391,126.8232
136,6873.0,50.24728,127.56454,0.04861,0.00643,2.77393,70.15473,126.78658
137,6873.5,48.63799,132.64224,0.04544,0.00586,2.7608,70.27366,127.10024
138,6874.0,44.7924,133.37473,0.04115,0.00518,2.74559,70.47429,127.86574
139,6874.5,47.99178,129.88647,0.03863,0.00573,2.7418,70.84985,128.95374
140,6875.0,52.18728,127.11757,0.03913,0.00785,2.74453,71.3025,129.95421
141,6875.5,54.10641,126.64398,0.0419,0.01203,2.75362,71.59766,130.52968
142,6876.0,53.92005,126.33683,0.04388,0.01639,2.75873,71.60492,130.57375
143,6876.5,54.71064,126.06152,0.04277,0.01811,2.76549,71.41753,130.27048
144,6877.0,52.86017,126.72346,0.04,0.01721,2.76969,71.23476,129.96509
145,6877.5,53.17122,129.89957,0.03827,0.01591,2.77349,71.132,129.76418
146,6878.0,58.50888,130.71063,0.04137,0.01852,2.77121,70.92838,129.4324
147,6878.5,64.66306,129.12334,0.046,0.02144,2.76015,70.57343,128.88638
148,6879.0,56.97688,124.70844,0.04446,0.01738,2.7494,70.33633,128.27257
149,6879.5,55.28811,119.03511,0.03665,0.00739,2.74823,70.34431,127.92691
150,6880.0,55.5862,114.38621,0.03539,0.00405,2.74669,70.39494,127.72287
151,6880.5,57.35203,113.42583,0.03806,0.00497,2.74489,70.26176,127.41761
152,6881.0,59.83363,115.75351,0.0397,0.0064,2.73701,69.85347,126.7569
153,6881.5,61.79104,115.9074,0.04292,0.01018,2.72492,69.30401,125.89785
154,6882.0,75.54404,115.22382,0.04707,0.01481,2.71049,68.84003,125.20744
155,6882.5,83.77495,115.10667,0.04793,0.01621,2.70382,68.76147,124.98281
156,6883.0,57.02695,117.46383,0.05254,0.02049,2.70037,69.19071,125.31931
157,6883.5,55.42492,118.64198,0.05908,0.02627,2.6918,69.93092,126.27843
158,6884.0,53.4771,117.40289,0.06173,0.03029,2.68657,70.60976,127.59902
159,6884.5,52.25644,115.15775,0.05541,0.02721,2.69148,70.95607,128.95915
160,6885.0,52.46181,115.08604,0.05419,0.02908,2.70088,71.06194,130.36623
161,6885.5,55.81439,120.07716,0.0573,0.0329,2.69407,71.17603,131.56566
162,6886.0,54.51525,124.50504,0.05392,0.02884,2.69195,71.40036,132.33969
163,6886.5,47.51872,125.75427,0.04572,0.02046,2.71515,71.62543,132.68327
164,6887.0,46.97495,124.25642,0.03829,0.01345,2.75663,71.66983,132.64534
165,6887.5,55.34854,123.86952,0.03723,0.01248,2.78432,71.47393,132.29076
166,6888.0,55.03418,123.81316,0.03988,0.01462,2.78114,71.12755,131.44554
167,6888.5,56.30527,121.21915,0.04191,0.01488,2.77193,70.77145,130.21913
168,6889.0,58.81937,119.03976,0.04438,0.01573,2.7635,70.52077,129.1521
169,6889.5,56.64029,118.02069,0.04393,0.01439,2.75872,70.38971,128.71622
170,6890.0,58.70735,118.45172,0.03763,0.00841,2.75146,70.32075,128.72612
171,6890.5,62.75569,119.61995,0.03365,0.00481,2.75367,70.30257,128.83263
172,6891.0,64.37051,119.57783,0.03595,0.00771,2.75499,70.38657,129.06876
173,6891.5,57.02308,119.46497,0.04583,0.0185,2.74612,70.58451,129.58339
174,6892.0,53.6404,120.07482,0.05478,0.02881,2.7311,70.84377,130.2524
175,6892.5,53.18958,121.39679,0.06048,0.0355,2.7233,71.09313,130.92226
176,6893.0,53.74646,123.84644,0.06043,0.03593,2.72755,71.38001,131.41026
177,6893.5,53.71209,125.41977,0.05493,0.0308,2.74074,71.94624,131.79155
178,6894.0,53.34594,126.66879,0.04797,0.02497,2.75409,73.00543,132.15082
179,6894.5,56.07514,126.32825,0.04397,0.02222,2.76458,74.45664,132.7065
180,6895.0,58.95004,128.38855,0.04573,0.02509,2.76292,75.85493,133.48889
181,6895.5,61.73642,133.45651,0.05453,0.03416,2.7453,76.57026,133.86377
182,6896.0,70.83151,138.24207,0.06657,0.04577,2.70898,76.08592,133.51297
183,6896.5,69.94671,139.88577,0.06643,0.04416,2.68449,74.50947,132.44716
184,6897.0,60.56524,140.61864,0.05231,0.02829,2.70118,72.5809,131.02432
185,6897.5,52.01191,138.94214,0.03629,0.01035,2.73856,71.14619,129.93358
186,6898.0,57.68153,134.31317,0.03073,0.00355,2.7657,70.52876,129.60046
187,6898.5,58.10588,125.31416,0.03109,0.003,2.7704,70.51589,129.60878
188,6899.0,52.96047,116.94526,0.03168,0.00306,2.76696,70.79652,129.3744
189,6899.5,57.44962,111.93762,0.03197,0.00317,2.76729,71.07333,128.80617
190,6900.0,57.96045,113.13972,0.03281,0.00505,2.76083,71.16994,128.22794
191,6900.5,59.02376,117.40175,0.03749,0.01105,2.74832,71.07511,127.91005
192,6901.0,61.20224,120.40202,0.04229,0.01595,2.73356,70.86508,127.90914
193,6901.5,63.06362,120.04646,0.04134,0.01386,2.73651,70.59328,128.09584
194,6902.0,64.16084,119.67561,0.03614,0.00687,2.75026,70.36729,128.25484
195,6902.5,68.91333,119.50904,0.03487,0.00431,2.76262,70.25381,128.38348
196,6903.0,72.72361,118.41883,0.03702,0.00456,2.76496,70.28957,128.62512
197,6903.5,69.04424,116.80672,0.04056,0.00516,2.76788,70.42525,128.85655
198,6904.0,66.40353,116.30973,0.04347,0.00598,2.77524,70.60514,128.9156
199,6904.5,65.05553,117.32277,0.04272,0.00603,2.77655,70.81896,128.84712
200,6905.0,66.61023,120.21169,0.03833,0.0051,2.7724,71.05949,128.88394
201,6905.5,66.9642,123.55735,0.03373,0.004,2.76266,71.32988,128.94513
202,6906.0,65.06612,126.19759,0.03219,0.00361,2.75155,71.60795,128.84651
203,6906.5,62.91539,126.32691,0.03448,0.00389,2.74943,71.85308,128.59932
204,6907.0,62.58956,123.11412,0.03861,0.00458,2.75271,72.00066,128.31334
205,6907.5,63.09118,119.37148,0.04243,0.00548,2.75162,72.00075,128.18871
206,6908.0,59.68452,117.3917,0.04534,0.00707,2.7374,71.86578,127.93766
207,6908.5,60.37163,119.23232,0.04783,0.00871,2.72,71.67542,127.49028
208,6909.0,62.87702,123.52685,0.04822,0.00783,2.72391,71.53585,127.06516
209,6909.5,60.27189,127.36062,0.04775,0.00633,2.73887,71.49934,126.86787
210,6910.0,62.50459,128.16147,0.04768,0.00594,2.74765,71.53518,126.87565
211,6910.5,63.17072,123.87995,0.04709,0.0059,2.73914,71.58624,126.82802
212,6911.0,62.78538,116.84287,0.04495,0.00552,2.73712,71.60638,126.81119
213,6911.5,62.54247,111.08804,0.04164,0.00527,2.73808,71.7783,127.31368
214,6912.0,64.48088,109.30638,0.0372,0.00542,2.72684,72.4173,128.75444
215,6912.5,70.94859,109.62962,0.03409,0.00753,2.70884,73.70541,130.70624
216,6913.0,79.21996,113.55623,0.038,0.01486,2.69042,75.39187,132.44127
217,6913.5,78.11749,123.15588,0.04922,0.0275,2.67189,76.97099,133.70284
218,6914.0,70.53284,135.69389,0.0641,0.041,2.64854,77.93482,134.59427
219,6914.5,67.04327,142.23721,0.07573,0.04831,2.63033,77.95306,134.93051
220,6915.0,65.54086,140.6387,0.07592,0.04343,2.63538,77.04722,134.31042
221,6915.5,58.34834,136.17836,0.0644,0.02764,2.64973,75.60891,132.84122
222,6916.0,51.75223,130.96364,0.05142,0.01189,2.67391,74.1614,131.04196
223,6916.5,52.38853,125.37775,0.04583,0.00622,2.71073,73.01305,129.57941
224,6917.0,56.08194,118.94889,0.04262,0.00562,2.74102,72.20664,128.76683
225,6917.5,63.98506,116.4486,0.04016,0.0057,2.75538,71.70103,128.42737
226,6918.0,68.2425,114.45486,0.04075,0.00573,2.75235,71.41267,128.2473
227,6918.5,66.90139,111.38386,0.04384,0.00676,2.7531,71.25626,128.0869
228,6919.0,66.32538,108.4097,0.05166,0.01329,2.74498,71.14855,127.91986
229,6919.5,68.07904,108.79247,0.06448,0.02581,2.72822,71.03925,127.81892
230,6920.0,69.90137,113.42212,0.06664,0.02831,2.71227,70.92432,127.79884
231,6920.5,68.91673,117.0862,0.05889,0.02268,2.71783,70.83404,127.69416
232,6921.0,69.42201,118.26568,0.05194,0.01928,2.72163,70.80347,127.50358
233,6921.5,70.15092,116.66098,0.0476,0.01729,2.71852,70.85975,127.5341
234,6922.0,72.29301,115.13734,0.04229,0.01132,2.71904,70.99902,127.90678
235,6922.5,73.63222,116.16979,0.04128,0.00749,2.7315,71.2168,128.61418
236,6923.0,72.6684,118.42782,0.04643,0.00948,2.73382,71.50306,129.44604
237,6923.5,66.87964,119.95517,0.05113,0.01214,2.72874,71.85541,130.13248
238,6924.0,62.5703,119.94376,0.04954,0.00898,2.73516,72.20171,130.42461
239,6924.5,59.34804,119.97664,0.04633,0.00622,2.75466,72.47619,130.22084
240,6925.0,59.76014,120.65266,0.04385,0.00736,2.75495,72.67877,129.76154
241,6925.5,60.85597,121.8226,0.04742,0.01579,2.74003,72.88599,129.48428
242,6926.0,59.39268,121.15388,0.05565,0.02809,2.72498,73.22708,129.65744
243,6926.5,58.50349,119.02631,0.06116,0.03538,2.71292,73.84116,130.28412
244,6927.0,61.87279,118.04836,0.06378,0.03885,2.68052,74.84543,131.20541
245,6927.5,65.33081,122.37282,0.06336,0.03896,2.64326,76.21755,132.2886
246,6928.0,68.1653,130.13298,0.06127,0.03715,2.6227,77.71599,133.57167
247,6928.5,75.84669,138.13089,0.06335,0.038,2.62648,79.03771,134.82614
248,6929.0,83.15843,144.71269,0.06728,0.03923,2.64003,80.03341,135.67055
249,6929.5,88.15379,149.43292,0.07454,0.04389,2.65612,80.80257,136.04944
250,6930.0,89.47131,150.76822,0.08052,0.04909,2.65812,81.27699,136.04788
251,6930.5,87.77946,146.19283,0.07639,0.04589,2.64732,81.04064,135.67398
252,6931.0,82.812,139.44786,0.06163,0.03221,2.64619,79.70964,135.0417
253,6931.5,71.48716,133.59521,0.04771,0.01852,2.66468,77.59476,134.31044
254,6932.0,56.58837,130.37958,0.0418,0.01211,2.6967,75.56853,133.62973
255,6932.5,48.95114,126.35056,0.04297,0.01288,2.71557,74.29115,133.15982
256,6933.0,49.49831,120.35321,0.04078,0.00996,2.72247,73.81697,133.0578
257,6933.5,51.37502,116.16549,0.03854,0.00684,2.72322,73.80978,133.17174
258,6934.0,53.38393,115.38104,0.03974,0.00644,2.72309,73.96592,133.30672
259,6934.5,53.58748,115.72128,0.04272,0.00885,2.72785,74.11453,133.47656
260,6935.0,55.07737,116.40594,0.0444,0.0117,2.73079,74.18232,133.63608
261,6935.5,56.24058,120.92897,0.04426,0.01306,2.73232,74.16636,133.69112
262,6936.0,56.26194,127.17368,0.04396,0.01315,2.7312,74.10738,133.60796
263,6936.5,57.13601,128.36246,0.04605,0.01493,2.73345,74.06718,133.46941
264,6937.0,57.74406,124.11957,0.04801,0.01645,2.73165,74.08561,133.34549
265,6937.5,58.21959,120.99751,0.05007,0.01786,2.72827,74.14685,133.19446
266,6938.0,57.75217,120.82756,0.05252,0.01912,2.7238,74.1901,132.8288
267,6938.5,56.5041,119.81767,0.05342,0.01956,2.72275,74.15842,132.35358
268,6939.0,56.99639,116.25269,0.05014,0.01675,2.72167,74.12364,132.18588
269,6939.5,58.73536,114.94063,0.0437,0.01085,2.72297,74.39001,132.44923
270,6940.0,60.36699,118.52536,0.04319,0.00994,2.72567,75.40148,133.00104
271,6940.5,60.35147,127.29798,0.0514,0.01746,2.71723,77.29212,133.90402
272,6941.0,63.40857,137.96521,0.0608,0.02761,2.69158,79.6022,135.14539
273,6941.5,76.14799,148.88968,0.06977,0.038,2.65942,81.56467,136.43552
274,6942.0,80.15088,156.3734,0.07574,0.04458,2.63683,82.71973,137.26097
275,6942.5,84.0687,160.14714,0.07703,0.04582,2.62438,83.1489,137.36703
276,6943.0,86.11309,157.83949,0.07886,0.04653,2.6138,83.04765,137.00916
277,6943.5,69.64957,153.2314,0.08157,0.04714,2.60898,82.40135,136.55574
278,6944.0,59.33713,148.93956,0.07997,0.04257,2.62267,81.15108,136.34355
279,6944.5,59.47468,145.81567,0.07095,0.03061,2.6632,79.53089,136.34247
280,6945.0,59.59809,144.02129,0.05987,0.01788,2.70516,78.09864,136.33331
281,6945.5,59.57674,144.93706,0.0586,0.01869,2.72508,77.54153,136.07286
282,6946.0,55.80814,148.49571,0.06417,0.02965,2.71239,78.07249,135.78119
283,6946.5,49.36925,149.4511,0.06922,0.03849,2.6882,79.24676,135.82033
284,6947.0,56.74897,145.31041,0.07344,0.04364,2.67202,80.19317,136.4478
285,6947.5,62.44895,139.77679,0.08117,0.04965,2.6624,80.42649,137.15863
286,6948.0,52.46491,135.37393,0.08694,0.05282,2.66142,80.24848,137.27556
287,6948.5,55.86825,133.42149,0.08332,0.04731,2.66338,80.15053,136.8665
288,6949.0,56.39169,133.34927,0.07235,0.03623,2.661,80.17561,136.41917
289,6949.5,66.28449,132.59286,0.06271,0.02761,2.6589,79.93064,136.16014
290,6950.0,67.26508,131.20233,0.05587,0.02164,2.66551,79.06276,135.78967
291,6950.5,64.29126,130.41226,0.05284,0.01969,2.68648,77.87314,135.14412
292,6951.0,61.69017,134.6366,0.05307,0.02214,2.70426,77.14442,134.37524
293,6951.5,56.16082,140.89249,0.05436,0.0268,2.70724,77.39549,133.85107
294,6952.0,58.75833,145.64238,0.05634,0.03239,2.69387,78.42731,133.78387
295,6952.5,72.11993,145.12033,0.06087,0.04033,2.6829,79.59112,133.92647
296,6953.0,81.32884,140.17572,0.06453,0.04687,2.68199,80.44349,133.99815
297,6953.5,79.7468,136.53281,0.06679,0.04957,2.68821,80.99635,134.00104
298,6954.0,82.23847,135.30856,0.06983,0.05018,2.68701,81.32257,134.09853
299,6954.5,83.1665,138.1436,0.07211,0.04935,2.67528,81.17085,134.2462
300,6955.0,72.80344,138.58856,0.07145,0.04648,2.67721,80.27858,134.1351
301,6955.5,63.31445,137.57166,0.06706,0.04177,2.69741,78.97566,133.9774
302,6956.0,62.95483,135.3689,0.05777,0.03306,2.72049,78.1624,134.0558
303,6956.5,70.4113,135.04373,0.05357,0.02957,2.71313,78.67406,134.52141
304,6957.0,87.47014,138.13139,0.0609,0.03652,2.6709,80.3653,135.26579
305,6957.5,93.86635,141.62148,0.07331,0.0476,2.62445,82.14758,135.93663
306,6958.0,87.99639,141.18935,0.08204,0.05332,2.60144,82.9769,136.32515
307,6958.5,80.20976,136.85181,0.08993,0.05744,2.60587,82.70235,136.45457
308,6959.0,75.33675,134.44604,0.0963,0.06079,2.62113,82.02689,136.48575
309,6959.5,73.85934,136.44409,0.09237,0.05592,2.63382,81.63075,136.63556
310,6960.0,67.3877,138.78175,0.08268,0.04654,2.64298,81.69473,136.92224
311,6960.5,68.17473,139.70445,0.0765,0.04082,2.64334,82.00591,137.32021
312,6961.0,74.10622,140.66696,0.07784,0.04278,2.63731,82.36388,137.69551
313,6961.5,74.07558,142.3558,0.08564,0.0518,2.62806,82.73016,137.90862
314,6962.0,77.46101,141.54916,0.09427,0.06193,2.62357,83.09408,137.99844
315,6962.5,77.53275,138.00789,0.09826,0.0673,2.62996,83.26142,137.91243
316,6963.0,72.421,132.69745,0.09261,0.06281,2.64808,82.90188,137.75195
317,6963.5,68.65083,128.45955,0.08389,0.05487,2.67197,81.83342,137.43394
318,6964.0,65.95213,125.23071,0.07495,0.0466,2.69093,80.20337,136.61562
319,6964.5,59.59324,123.14359,0.0632,0.03504,2.70815,78.38987,135.15492
320,6965.0,54.42897,120.54322,0.04909,0.02126,2.72719,76.71772,133.25941
321,6965.5,62.66154,121.06937,0.03891,0.01161,2.74187,75.29223,131.42992
322,6966.0,80.92275,126.99671,0.03702,0.00964,2.74305,74.13474,130.0495
323,6966.5,88.32977,133.28381,0.04093,0.01177,2.72813,73.40109,129.36168
324,6967.0,79.82892,134.96611,0.04986,0.01883,2.71315,73.45638,129.87276
325,6967.5,68.24351,132.40657,0.06267,0.03062,2.69314,74.69341,131.38547
326,6968.0,64.8268,131.4343,0.0767,0.04513,2.66675,77.22155,133.48418
327,6968.5,70.3421,132.33792,0.08666,0.0559,2.63483,80.48104,135.44931
328,6969.0,79.40768,134.06503,0.0887,0.05793,2.61735,82.87024,136.8466
329,6969.5,76.92666,131.56152,0.07934,0.04851,2.62419,83.24604,137.20947
330,6970.0,72.50909,126.87265,0.06391,0.03476,2.65291,81.93227,136.55759
331,6970.5,70.32681,122.70338,0.05375,0.02764,2.68106,80.29206,135.32216
